False Positive Rate (FPR),True Positive Rate (TPR),Threshold
0.00010617106686754907,0.21033544877606528,0.5052699
0.00011122683195647998,0.21033544877606528,0.50512743
0.00011122683195647998,0.21622846781504987,0.49765646
0.00012133836213434178,0.21622846781504987,0.49704814
0.00012133836213434178,0.22756119673617406,0.4892209
0.00012639412722327268,0.22756119673617406,0.4891593
0.00012639412722327268,0.2302810516772439,0.48733425
0.0001314498923122036,0.2302810516772439,0.4870965
0.0001314498923122036,0.2357207615593835,0.48275003
0.00013650565740113451,0.2357207615593835,0.48272625
0.00013650565740113451,0.23889392565729828,0.48117778
0.00014661718757899632,0.23889392565729828,0.47988456
0.00014661718757899632,0.24478694469628287,0.47470328
0.00015167295266792723,0.24478694469628287,0.47465348
0.00015167295266792723,0.24796010879419764,0.47354504
0.00015672871775685815,0.24796010879419764,0.4733893
0.00015672871775685815,0.257026291931097,0.46591103
0.00017189601302365087,0.257026291931097,0.46442172
0.00017189601302365087,0.25929283771532186,0.46296892
0.00017695177811258178,0.25929283771532186,0.46179608
0.00017695177811258178,0.26201269265639165,0.4590092
0.0001820075432015127,0.26201269265639165,0.4589894
0.0001820075432015127,0.2633726201269266,0.45806637
0.00018706330829044358,0.2633726201269266,0.45797634
0.00018706330829044358,0.2660924750679964,0.45617065
0.0001921190733793745,0.2660924750679964,0.45592973
0.0001921190733793745,0.2665457842248413,0.4558486
0.0001971748384683054,0.2665457842248413,0.45570338
0.0001971748384683054,0.26835902085222124,0.45439285
0.00020223060355723633,0.26835902085222124,0.4540926
0.00020223060355723633,0.2724388032638259,0.45165554
0.00020728636864616722,0.2724388032638259,0.45107862
0.00020728636864616722,0.27334542157751585,0.4504292
0.00021234213373509813,0.27334542157751585,0.45011395
0.00021234213373509813,0.2756119673617407,0.44888347
0.00022245366391295996,0.2756119673617407,0.44857997
0.00022245366391295996,0.2760652765185857,0.44842654
0.00022750942900189085,0.2760652765185857,0.44774938
0.00022750942900189085,0.27969174977334543,0.4449058
0.00023762095917975268,0.27969174977334543,0.4444159
0.00023762095917975268,0.2815049864007253,0.44305244
0.00024267672426868357,0.2815049864007253,0.4422411
0.00024267672426868357,0.2910244786944696,0.4341588
0.0002477324893576145,0.2910244786944696,0.4336834
0.0002477324893576145,0.2914777878513146,0.43357536
0.0002578440195354763,0.2914777878513146,0.43256238
0.0002578440195354763,0.2973708068902992,0.4263951
0.0002628997846244072,0.2973708068902992,0.42618906
0.0002628997846244072,0.2987307343608341,0.42529857
0.0002679555497133381,0.2987307343608341,0.42386234
0.0002679555497133381,0.299637352674524,0.42336166
0.00027301131480226903,0.299637352674524,0.42295054
0.00027301131480226903,0.30054397098821395,0.42225257
0.00027806707989119994,0.30054397098821395,0.42212534
0.00027806707989119994,0.3023572076155938,0.4207522
0.00028312284498013086,0.3023572076155938,0.42074835
0.00028312284498013086,0.30326382592928375,0.41995257
0.00029323437515799263,0.30326382592928375,0.4179201
0.00029323437515799263,0.30371713508612874,0.41772518
0.00030334590533585446,0.30371713508612874,0.4176547
0.00030334590533585446,0.3041704442429737,0.41737375
0.0003084016704247854,0.3041704442429737,0.4171493
0.0003084016704247854,0.30689029918404354,0.41471124
0.0003134574355137163,0.30689029918404354,0.4146771
0.0003134574355137163,0.30779691749773347,0.41381714
0.0003185132006026472,0.30779691749773347,0.41290453
0.0003185132006026472,0.31504986400725293,0.40886462
0.0003235689656915781,0.31504986400725293,0.40851545
0.0003235689656915781,0.3182230281051677,0.4075298
0.00032862473078050904,0.3182230281051677,0.4072314
0.00032862473078050904,0.3213961922030825,0.40479973
0.0003336804958694399,0.3213961922030825,0.4046755
0.0003336804958694399,0.3227561196736174,0.40370107
0.0003387362609583708,0.3227561196736174,0.40331647
0.0003387362609583708,0.3232094288304624,0.40249363
0.00034379202604730173,0.3232094288304624,0.402488
0.00034379202604730173,0.3254759746146872,0.39952305
0.0003589593213140945,0.3254759746146872,0.39887086
0.0003589593213140945,0.33091568449682685,0.39699423
0.0003640150864030254,0.33091568449682685,0.39688888
0.0003640150864030254,0.33363553943789664,0.39503136
0.00036907085149195625,0.33363553943789664,0.39499676
0.00036907085149195625,0.3386219401631913,0.39114675
0.00037412661658088717,0.3386219401631913,0.39114112
0.00037412661658088717,0.33952855847688124,0.39032817
0.000384238146758749,0.33952855847688124,0.3895666
0.000384238146758749,0.34587488667271077,0.3870724
0.0003892939118476799,0.34587488667271077,0.38643268
0.0003892939118476799,0.34814143245693563,0.38501734
0.00039940544202554174,0.34814143245693563,0.38471916
0.00039940544202554174,0.34904805077062556,0.38418645
0.00040446120711447266,0.34904805077062556,0.38379785
0.00040446120711447266,0.3526745240253853,0.38168663
0.0004095169722034035,0.3526745240253853,0.3813511
0.0004095169722034035,0.35494106980961015,0.38051155
0.00041457273729233443,0.35494106980961015,0.38026422
0.00041457273729233443,0.35539437896645515,0.38024184
0.00041962850238126535,0.35539437896645515,0.38021895
0.00041962850238126535,0.357207615593835,0.37922633
0.00042468426747019626,0.357207615593835,0.37913364
0.00042468426747019626,0.35766092475067995,0.37898353
0.0004297400325591272,0.35766092475067995,0.37857184
0.0004297400325591272,0.3594741613780598,0.37827694
0.0004347957976480581,0.3594741613780598,0.37820452
0.0004347957976480581,0.36083408884859475,0.37678584
0.000439851562736989,0.36083408884859475,0.3767171
0.000439851562736989,0.3621940163191296,0.3762342
0.0004499630929148508,0.3621940163191296,0.37562212
0.0004499630929148508,0.36355394378966455,0.37515348
0.0004550188580037817,0.36355394378966455,0.37412894
0.0004550188580037817,0.36672710788757934,0.37339213
0.00046513038818164353,0.36672710788757934,0.3727039
0.00046513038818164353,0.3680870353581142,0.3722093
0.00047018615327057444,0.3680870353581142,0.372102
0.00047018615327057444,0.36899365367180414,0.37192896
0.00047524191835950536,0.36899365367180414,0.37183172
0.00047524191835950536,0.37307343608340887,0.37015587
0.00048029768344843627,0.37307343608340887,0.37008542
0.00048029768344843627,0.3744333635539438,0.3698024
0.0004904092136262981,0.3744333635539438,0.3695782
0.0004904092136262981,0.37624660018132366,0.36793664
0.000495464978715229,0.37624660018132366,0.36759266
0.000495464978715229,0.37805983680870353,0.3670454
0.0005005207438041599,0.37805983680870353,0.36679012
0.0005005207438041599,0.37941976427923846,0.36538392
0.0005055765088930907,0.37941976427923846,0.36527884
0.0005055765088930907,0.3803263825929284,0.36500424
0.0005106322739820217,0.3803263825929284,0.36467627
0.0005106322739820217,0.38077969174977333,0.36435455
0.0005308553343377453,0.38077969174977333,0.3636189
0.0005308553343377453,0.3898458748866727,0.35830688
0.0005359110994266762,0.3898458748866727,0.35825524
0.0005359110994266762,0.3912058023572076,0.3577941
0.0005409668645156071,0.3912058023572076,0.3577063
0.0005409668645156071,0.3930190389845875,0.35714564
0.0005561341597823999,0.3930190389845875,0.35673386
0.0005561341597823999,0.39392565729827744,0.3559543
0.0005611899248713308,0.39392565729827744,0.35591173
0.0005611899248713308,0.3948322756119674,0.3555123
0.0005662456899602617,0.3948322756119674,0.35532403
0.0005662456899602617,0.3975521305530372,0.35416573
0.0005713014550491926,0.3975521305530372,0.35381106
0.0005713014550491926,0.3980054397098821,0.3532072
0.0005763572201381235,0.3980054397098821,0.35305494
0.0005763572201381235,0.3984587488667271,0.35284096
0.0005814129852270545,0.3984587488667271,0.35284013
0.0005814129852270545,0.3989120580235721,0.3528318
0.0005864687503159853,0.3989120580235721,0.3520984
0.0005864687503159853,0.39936536718041704,0.35193142
0.0005915245154049162,0.39936536718041704,0.3519103
0.0005915245154049162,0.40072529465095197,0.35140103
0.0005965802804938471,0.40072529465095197,0.35120597
0.0005965802804938471,0.40480507706255664,0.34950686
0.0006066918106717089,0.40480507706255664,0.34886777
0.0006066918106717089,0.40525838621940163,0.3486501
0.0006117475757606398,0.40525838621940163,0.34863296
0.0006117475757606398,0.4057116953762466,0.3482419
0.0006168033408495708,0.4057116953762466,0.34791085
0.0006168033408495708,0.40616500453309157,0.34775773
0.0006218591059385017,0.40616500453309157,0.34769177
0.0006218591059385017,0.40797824116047143,0.34668934
0.0006319706361163635,0.40797824116047143,0.34609148
0.0006319706361163635,0.40888485947416137,0.34530815
0.0006370264012052944,0.40888485947416137,0.34514296
0.0006370264012052944,0.4097914777878513,0.34454235
0.0006521936964720872,0.4097914777878513,0.3441731
0.0006521936964720872,0.4125113327289211,0.34262234
0.0006572494615610181,0.4125113327289211,0.34209865
0.0006572494615610181,0.4134179510426111,0.34170073
0.0006673609917388798,0.4134179510426111,0.3414551
0.0006673609917388798,0.414324569356301,0.34124607
0.0006825282870056725,0.414324569356301,0.34075317
0.0006825282870056725,0.4161378059836809,0.33952573
0.0006875840520946035,0.4161378059836809,0.33930206
0.0006875840520946035,0.41749773345421576,0.33887616
0.0006976955822724653,0.41749773345421576,0.3386526
0.0006976955822724653,0.4215775158658205,0.3366745
0.0007027513473613962,0.4215775158658205,0.3361739
0.0007027513473613962,0.4220308250226655,0.33602065
0.0007078071124503271,0.4220308250226655,0.33592495
0.0007078071124503271,0.4224841341795104,0.3355433
0.000717918642628189,0.4224841341795104,0.33505845
0.000717918642628189,0.4229374433363554,0.33499905
0.0007229744077171199,0.4229374433363554,0.33466944
0.0007229744077171199,0.42611060743427015,0.33374006
0.0007280301728060508,0.42611060743427015,0.33370715
0.0007280301728060508,0.42883046237534,0.33205128
0.0007330859378949817,0.42883046237534,0.3319477
0.0007330859378949817,0.4301903898458749,0.33142197
0.0007381417029839125,0.4301903898458749,0.33111393
0.0007381417029839125,0.43064369900271987,0.33078668
0.0007431974680728434,0.43064369900271987,0.33043802
0.0007431974680728434,0.43200362647325474,0.3295856
0.0007482532331617743,0.43200362647325474,0.32858267
0.0007482532331617743,0.43336355394378967,0.32750994
0.0007533089982507052,0.43336355394378967,0.32720566
0.0007533089982507052,0.43563009972801453,0.32668146
0.0007583647633396362,0.43563009972801453,0.32633778
0.0007583647633396362,0.4374433363553944,0.32562673
0.0007634205284285671,0.4374433363553944,0.3255127
0.0007634205284285671,0.44152311876699907,0.32399842
0.0007735320586064289,0.44152311876699907,0.3236009
0.0007735320586064289,0.44197642792384406,0.32341054
0.0007785878236953598,0.44197642792384406,0.3232315
0.0007785878236953598,0.442883046237534,0.32283825
0.0007886993538732217,0.442883046237534,0.32269865
0.0007886993538732217,0.443336355394379,0.32264167
0.0007988108840510835,0.443336355394379,0.3216388
0.0007988108840510835,0.44469628286491386,0.31999305
0.0008089224142289453,0.44469628286491386,0.3195488
0.0008089224142289453,0.44514959202175886,0.31903186
0.000819033944406807,0.44514959202175886,0.31820136
0.000819033944406807,0.4469628286491387,0.31746164
0.000824089709495738,0.4469628286491387,0.31727383
0.000824089709495738,0.4483227561196736,0.31659117
0.0008291454745846689,0.4483227561196736,0.31633362
0.0008291454745846689,0.4487760652765186,0.3157615
0.0008342012396735998,0.4487760652765186,0.315124
0.0008342012396735998,0.4501359927470535,0.3145394
0.0008392570047625307,0.4501359927470535,0.31448406
0.0008392570047625307,0.45058930190389845,0.3144457
0.0008443127698514616,0.45058930190389845,0.3144356
0.0008443127698514616,0.4528558476881233,0.31361386
0.0008493685349403925,0.4528558476881233,0.31342095
0.0008493685349403925,0.45330915684496825,0.31324074
0.0008544243000293234,0.45330915684496825,0.31291842
0.0008544243000293234,0.4555757026291931,0.31146878
0.0008695915952961162,0.4555757026291931,0.31110707
0.0008695915952961162,0.45602901178603805,0.31098992
0.000879703125473978,0.45602901178603805,0.31083918
0.000879703125473978,0.4587488667271079,0.3097793
0.0008847588905629089,0.4587488667271079,0.30913413
0.0008847588905629089,0.45965548504079784,0.30906236
0.0008898146556518398,0.45965548504079784,0.3090232
0.0008898146556518398,0.4601087941976428,0.3081302
0.0009049819509186325,0.4601087941976428,0.30744314
0.0009049819509186325,0.4614687216681777,0.30674544
0.0009100377160075634,0.4614687216681777,0.30671474
0.0009100377160075634,0.46237533998186764,0.30612925
0.0009201492461854252,0.46237533998186764,0.30578858
0.0009201492461854252,0.4628286491387126,0.30509004
0.0009454280716300798,0.4628286491387126,0.30436352
0.0009454280716300798,0.46328195829555757,0.3037731
0.0009605953668968725,0.46328195829555757,0.30338866
0.0009605953668968725,0.46781504986400724,0.30221173
0.0009707068970747343,0.46781504986400724,0.30182123
0.0009707068970747343,0.46826835902085223,0.3015016
0.0009858741923415271,0.46826835902085223,0.3012929
0.0009858741923415271,0.46917497733454216,0.30085278
0.000995985722519389,0.46917497733454216,0.30044323
0.000995985722519389,0.4696282864913871,0.30036518
0.0010010414876083199,0.4696282864913871,0.30017197
0.0010010414876083199,0.4700815956482321,0.2999537
0.0010060972526972508,0.4700815956482321,0.29980746
0.0010060972526972508,0.47098821396192203,0.2995321
0.0010111530177861815,0.47098821396192203,0.29952595
0.0010111530177861815,0.471441523118767,0.29935953
0.0010162087828751124,0.471441523118767,0.29917786
0.0010162087828751124,0.47234814143245696,0.29892203
0.0010212645479640433,0.47234814143245696,0.29883546
0.0010212645479640433,0.47370806890299183,0.2984893
0.0010263203130529742,0.47370806890299183,0.2983839
0.0010263203130529742,0.4741613780598368,0.29793286
0.0010313760781419051,0.4741613780598368,0.29780155
0.0010313760781419051,0.47461468721668176,0.29759854
0.001041487608319767,0.47461468721668176,0.29697767
0.001041487608319767,0.47642792384406163,0.2962553
0.0010465433734086979,0.47642792384406163,0.29593778
0.0010465433734086979,0.4786944696282865,0.2946259
0.0010515991384976288,0.4786944696282865,0.29459843
0.0010515991384976288,0.4791477787851315,0.29450253
0.0010617106686754906,0.4791477787851315,0.29429787
0.0010617106686754906,0.4796010879419764,0.29423073
0.0010667664337644215,0.4796010879419764,0.2941141
0.0010667664337644215,0.4800543970988214,0.29401714
0.0010718221988533525,0.4800543970988214,0.29396865
0.0010718221988533525,0.4818676337262013,0.2933617
0.0010768779639422834,0.4818676337262013,0.29329354
0.0010768779639422834,0.4827742520398912,0.29278517
0.0010819337290312143,0.4827742520398912,0.29231232
0.0010819337290312143,0.4845874886672711,0.29205295
0.0010869894941201452,0.4845874886672711,0.29174405
0.0010869894941201452,0.485494106980961,0.29124397
0.0010920452592090761,0.485494106980961,0.29106003
0.0010920452592090761,0.48640072529465095,0.29082346
0.001097101024298007,0.48640072529465095,0.29066724
0.001097101024298007,0.4873073436083409,0.2903918
0.001102156789386938,0.4873073436083409,0.29035085
0.001102156789386938,0.4886672710788758,0.2896688
0.0011072125544758689,0.4886672710788758,0.28933373
0.0011072125544758689,0.4900271985494107,0.28871894
0.0011122683195647998,0.4900271985494107,0.28816813
0.0011122683195647998,0.4913871260199456,0.28722164
0.0011173240846537307,0.4913871260199456,0.28720376
0.0011173240846537307,0.49229374433363554,0.28710717
0.0011223798497426616,0.49229374433363554,0.28701264
0.0011223798497426616,0.4941069809610154,0.28637806
0.0011426029100983853,0.4941069809610154,0.2860321
0.0011426029100983853,0.4986400725294651,0.2841153
0.001152714440276247,0.4986400725294651,0.28391615
0.001152714440276247,0.5,0.28366154
0.001157770205365178,0.5,0.28364712
0.001157770205365178,0.50090661831369,0.28302532
0.0011678817355430396,0.50090661831369,0.282795
0.0011678817355430396,0.5013599274705349,0.28272125
0.0011931605609876942,0.5013599274705349,0.28191102
0.0011931605609876942,0.5036264732547597,0.28101322
0.001203272091165556,0.5036264732547597,0.28086105
0.001203272091165556,0.5040797824116047,0.28080648
0.0012538297420548652,0.5040797824116047,0.27831692
0.0012538297420548652,0.5045330915684497,0.2782903
0.001263941272232727,0.5045330915684497,0.27788183
0.001263941272232727,0.5049864007252947,0.27786013
0.001268997037321658,0.5049864007252947,0.27780604
0.001268997037321658,0.5054397098821396,0.27776656
0.0013043873929441743,0.5054397098821396,0.2769037
0.0013043873929441743,0.5058930190389845,0.27685508
0.0013094431580331052,0.5058930190389845,0.27669683
0.0013094431580331052,0.5063463281958296,0.2766609
0.0013246104532998978,0.5063463281958296,0.2762911
0.0013246104532998978,0.5072529465095195,0.2762022
0.0013296662183888287,0.5072529465095195,0.27575257
0.0013296662183888287,0.5081595648232095,0.27568895
0.0013397777485666905,0.5081595648232095,0.2755444
0.0013397777485666905,0.5099728014505893,0.2752797
0.0013549450438334833,0.5099728014505893,0.27513114
0.0013549450438334833,0.5113327289211242,0.27479756
0.0013600008089224142,0.5113327289211242,0.27472547
0.0013600008089224142,0.5117860380779692,0.27456287
0.001365056574011345,0.5117860380779692,0.2743448
0.001365056574011345,0.5122393472348141,0.27430704
0.001370112339100276,0.5122393472348141,0.27415475
0.001370112339100276,0.5126926563916591,0.2739998
0.0014004469296338615,0.5126926563916591,0.2729753
0.0014004469296338615,0.514505893019039,0.2724358
0.0014105584598117233,0.514505893019039,0.27228504
0.0014105584598117233,0.514959202175884,0.27220356
0.0014156142249006542,0.514959202175884,0.2715527
0.0014156142249006542,0.5158658204895739,0.2709322
0.0014206699899895852,0.5158658204895739,0.2709303
0.0014206699899895852,0.5163191296464189,0.27090818
0.001425725755078516,0.5163191296464189,0.2704957
0.001425725755078516,0.5167724388032638,0.270439
0.001430781520167447,0.5167724388032638,0.2704228
0.001430781520167447,0.5172257479601088,0.27041852
0.001435837285256378,0.5172257479601088,0.27025047
0.001435837285256378,0.5176790571169537,0.27023733
0.0014459488154342397,0.5176790571169537,0.27010915
0.0014459488154342397,0.5185856754306437,0.2695809
0.0014510045805231706,0.5185856754306437,0.26916948
0.0014510045805231706,0.5203989120580236,0.26872957
0.001476283405967825,0.5203989120580236,0.26789153
0.001476283405967825,0.5208522212148685,0.26768062
0.001481339171056756,0.5208522212148685,0.2673766
0.001481339171056756,0.5213055303717135,0.26709363
0.0014914507012346177,0.5213055303717135,0.26659623
0.0014914507012346177,0.5217588395285585,0.26652366
0.0015066179965014105,0.5217588395285585,0.2660456
0.0015066179965014105,0.5226654578422484,0.26559466
0.0015217852917682032,0.5226654578422484,0.26522607
0.0015217852917682032,0.5235720761559384,0.26516423
0.001531896821946065,0.5235720761559384,0.26506487
0.001531896821946065,0.5240253853127833,0.26476187
0.0015470641172128578,0.5240253853127833,0.26440752
0.0015470641172128578,0.5244786944696282,0.26432416
0.0015571756473907196,0.5244786944696282,0.26418906
0.0015571756473907196,0.5249320036264733,0.26405227
0.0015622314124796506,0.5249320036264733,0.26400244
0.0015622314124796506,0.5262919310970081,0.26395947
0.0015723429426575124,0.5262919310970081,0.2637177
0.0015723429426575124,0.5267452402538532,0.26358622
0.0015773987077464433,0.5267452402538532,0.26348448
0.0015773987077464433,0.5271985494106981,0.26330867
0.0015824544728353742,0.5271985494106981,0.2632348
0.0015824544728353742,0.527651858567543,0.26305762
0.0015875102379243051,0.527651858567543,0.26297048
0.0015875102379243051,0.528105167724388,0.26295152
0.001597621768102167,0.528105167724388,0.26216927
0.001597621768102167,0.528558476881233,0.26216096
0.0016026775331910979,0.528558476881233,0.2619842
0.0016026775331910979,0.529918404351768,0.26163232
0.0016077332982800288,0.529918404351768,0.26139352
0.0016077332982800288,0.5303717135086129,0.26133
0.0016229005935468215,0.5303717135086129,0.26104692
0.0016229005935468215,0.5312783318223028,0.26082253
0.0016279563586357525,0.5312783318223028,0.2606155
0.0016279563586357525,0.5317316409791478,0.26023307
0.0016330121237246832,0.5317316409791478,0.26007414
0.0016330121237246832,0.5321849501359928,0.25933245
0.001638067888813614,0.5321849501359928,0.2588777
0.001638067888813614,0.5326382592928377,0.25884464
0.001648179418991476,0.5326382592928377,0.2587141
0.001648179418991476,0.5330915684496826,0.25836742
0.0016532351840804068,0.5330915684496826,0.258003
0.0016532351840804068,0.5335448776065277,0.25772136
0.0016582909491693377,0.5335448776065277,0.25738403
0.0016582909491693377,0.5339981867633726,0.2573197
0.0016633467142582686,0.5339981867633726,0.2570616
0.0016633467142582686,0.5344514959202176,0.25697792
0.0016785140095250614,0.5344514959202176,0.25616786
0.0016785140095250614,0.5358114233907525,0.25597382
0.0016936813047918541,0.5358114233907525,0.255638
0.0016936813047918541,0.5371713508612874,0.25507498
0.001698737069880785,0.5371713508612874,0.25501758
0.001698737069880785,0.5376246600181324,0.25486094
0.0017088486000586469,0.5376246600181324,0.2546499
0.0017088486000586469,0.5380779691749773,0.25442222
0.0017139043651475778,0.5380779691749773,0.2543922
0.0017139043651475778,0.5389845874886673,0.2542072
0.0017240158953254396,0.5389845874886673,0.253918
0.0017240158953254396,0.5394378966455122,0.2533711
0.0017290716604143705,0.5394378966455122,0.25300607
0.0017290716604143705,0.5398912058023572,0.25298738
0.0017391831905922324,0.5398912058023572,0.25272164
0.0017391831905922324,0.5403445149592022,0.25266558
0.0017543504858590251,0.5403445149592022,0.2526285
0.0017543504858590251,0.5412511332728921,0.25228944
0.001759406250947956,0.5412511332728921,0.25219655
0.001759406250947956,0.542611060743427,0.25157395
0.0017745735462147488,0.542611060743427,0.25112638
0.0017745735462147488,0.543064369900272,0.25054026
0.0017897408414815413,0.543064369900272,0.24986263
0.0017897408414815413,0.543970988213962,0.24908166
0.0017947966065704722,0.543970988213962,0.24896562
0.0017947966065704722,0.5444242973708069,0.24877682
0.001804908136748334,0.5444242973708069,0.24861057
0.001804908136748334,0.5462375339981868,0.2482406
0.0018150196669261959,0.5462375339981868,0.2479352
0.0018150196669261959,0.5466908431550317,0.24774274
0.0018352427272819195,0.5466908431550317,0.24728186
0.0018352427272819195,0.5471441523118767,0.24686556
0.0018605215527265741,0.5471441523118767,0.24643813
0.0018605215527265741,0.5475974614687217,0.24633062
0.0018756888479933669,0.5475974614687217,0.2459625
0.0018756888479933669,0.5489573889392566,0.24541065
0.0018858003781712287,0.5489573889392566,0.24533121
0.0018858003781712287,0.5494106980961015,0.24462473
0.0018908561432601596,0.5494106980961015,0.2443449
0.0018908561432601596,0.5498640072529465,0.2442652
0.0019110792036158833,0.5498640072529465,0.24367213
0.0019110792036158833,0.5507706255666365,0.24354456
0.001921190733793745,0.5507706255666365,0.24315807
0.001921190733793745,0.5512239347234814,0.24298657
0.0019414137941494685,0.5512239347234814,0.24236871
0.0019414137941494685,0.5530371713508613,0.24180545
0.0019464695592383994,0.5530371713508613,0.24178676
0.0019464695592383994,0.5534904805077062,0.2417304
0.0019515253243273304,0.5534904805077062,0.24127765
0.0019515253243273304,0.5539437896645513,0.2412111
0.001976804149771985,0.5539437896645513,0.24078499
0.001976804149771985,0.5543970988213962,0.24044473
0.001997027210127709,0.5543970988213962,0.24022277
0.001997027210127709,0.5548504079782411,0.24007598
0.0020020829752166397,0.5548504079782411,0.24003811
0.0020020829752166397,0.5562103354487761,0.23951343
0.0020121945053945016,0.5562103354487761,0.2390906
0.0020121945053945016,0.557116953762466,0.23893121
0.0020172502704834325,0.557116953762466,0.23871285
0.0020172502704834325,0.5580235720761559,0.23835385
0.002032417565750225,0.5580235720761559,0.23790072
0.002032417565750225,0.5607434270172258,0.23730418
0.0020576963911948794,0.5607434270172258,0.2364236
0.0020576963911948794,0.5611967361740707,0.23640744
0.002072863686461672,0.5611967361740707,0.23619273
0.002072863686461672,0.5630099728014506,0.23549473
0.002077919451550603,0.5630099728014506,0.23537625
0.002077919451550603,0.5639165911151405,0.2351644
0.0020930867468173958,0.5639165911151405,0.23499581
0.0020930867468173958,0.5648232094288305,0.23456706
0.0021031982769952576,0.5648232094288305,0.23432133
0.0021031982769952576,0.5670897552130553,0.23392029
0.0021082540420841885,0.5670897552130553,0.2338081
0.0021082540420841885,0.5675430643699003,0.23374555
0.0021133098071731194,0.5675430643699003,0.23369376
0.0021133098071731194,0.5684496826835902,0.23360181
0.002133532867528843,0.5684496826835902,0.23302262
0.002133532867528843,0.57116953762466,0.23273404
0.0021537559278845667,0.57116953762466,0.23227417
0.0021537559278845667,0.571622846781505,0.23224995
0.0021739789882402904,0.571622846781505,0.23163004
0.0021739789882402904,0.5734360834088849,0.23096469
0.0021790347533292213,0.5734360834088849,0.23076107
0.0021790347533292213,0.5738893925657298,0.2306833
0.0021840905184181522,0.5738893925657298,0.2305713
0.0021840905184181522,0.5743427017225748,0.23049444
0.002189146283507083,0.5743427017225748,0.23030145
0.002189146283507083,0.5752493200362647,0.2302373
0.002204313578773876,0.5752493200362647,0.23001409
0.002204313578773876,0.5761559383499547,0.22974272
0.002209369343862807,0.5761559383499547,0.22949521
0.002209369343862807,0.5766092475067996,0.2292845
0.0022144251089517377,0.5766092475067996,0.22914185
0.0022144251089517377,0.5788757932910245,0.22851041
0.0022245366391295996,0.5788757932910245,0.2282271
0.0022245366391295996,0.5797824116047144,0.22801371
0.0022295924042185305,0.5797824116047144,0.22778507
0.0022295924042185305,0.5811423390752494,0.22738147
0.0022346481693074614,0.5811423390752494,0.22732064
0.0022346481693074614,0.5820489573889392,0.22699319
0.002259926994752116,0.5820489573889392,0.22661546
0.002259926994752116,0.5825022665457842,0.22644779
0.002264982759841047,0.5825022665457842,0.22628672
0.002264982759841047,0.5834088848594742,0.22617932
0.0022902615852857014,0.5834088848594742,0.22604145
0.0022902615852857014,0.5838621940163191,0.22598365
0.002320596175819287,0.5838621940163191,0.22526328
0.002320596175819287,0.585222121486854,0.22518781
0.0023307077059971483,0.585222121486854,0.2250585
0.0023307077059971483,0.5861287398005439,0.22503999
0.002345875001263941,0.5861287398005439,0.22484097
0.002345875001263941,0.586582048957389,0.22464256
0.002350930766352872,0.586582048957389,0.2245051
0.002350930766352872,0.5874886672710788,0.22435237
0.0023863211219753884,0.5874886672710788,0.22360033
0.0023863211219753884,0.5879419764279239,0.22334386
0.0023964326521532502,0.5879419764279239,0.22319461
0.0023964326521532502,0.5883952855847688,0.22292218
0.002421711477597905,0.5883952855847688,0.22270888
0.002421711477597905,0.5893019038984587,0.22257748
0.0024368787728646975,0.5893019038984587,0.22223212
0.0024368787728646975,0.5897552130553038,0.22219588
0.002457101833220421,0.5897552130553038,0.22185738
0.002457101833220421,0.5911151405258386,0.22154757
0.002467213363398283,0.5911151405258386,0.22141163
0.002467213363398283,0.5915684496826836,0.22130583
